1.1267495e+10	9.5625646e+09	9.7084549e+09	9.3778954e+09	8.8556001e+09	8.2339855e+09	8.1119427e+09	7.9717791e+09	7.0762813e+09	5.9141560e+09	4.8841047e+09	4.1532380e+09	3.7846449e+09	3.7212093e+09	3.6393795e+09	3.7578660e+09	3.8519757e+09	3.6881964e+09	3.8512771e+09	3.5910124e+09	3.1332093e+09	2.0071905e+09	1.8533513e+09	3.6437245e+09	5.8542909e+09	7.4421356e+09	8.9773066e+09	9.8155786e+09	1.0220950e+10	1.1022252e+10	1.1668258e+10	1.1747753e+10	1.0311231e+10	1.1771692e+10	1.2688625e+10	1.1406989e+10
4.7753228e+10	4.2169725e+10	6.1349151e+10	5.0396836e+10	4.0733102e+10	4.6493786e+10	3.0932734e+10	3.1381928e+10	1.8603287e+10	1.5289725e+10	2.1274309e+10	2.2944582e+10	1.6957372e+10	1.2586752e+10	1.3442098e+10	1.3906376e+10	1.2870584e+10	1.0441469e+10	8.4161546e+09	8.6720338e+09	1.0115022e+10	7.3811062e+09	2.1865243e+10	2.7140585e+10	2.3356101e+10	2.2912113e+10	2.9728592e+10	3.5638882e+10	3.7126963e+10	3.9450366e+10	4.7629111e+10	5.1957137e+10	5.9282743e+10	5.4464897e+10	5.8048283e+10	5.6075694e+10
1.2030389e+11	1.2348591e+11	1.3270787e+11	1.1620543e+11	1.0801983e+11	7.4933789e+10	5.6000422e+10	4.2328457e+10	3.6083155e+10	3.0375426e+10	3.3863684e+10	3.2351359e+10	3.1905147e+10	2.5367138e+10	3.5096650e+10	4.0064397e+10	2.3266894e+10	1.7475658e+10	1.7582373e+10	1.4651301e+10	1.8226942e+10	2.2399015e+10	2.0800319e+10	3.1674499e+10	4.0599552e+10	4.3446161e+10	6.8554703e+10	8.3044631e+10	1.1159846e+11	1.3768127e+11	1.6218998e+11	1.8457444e+11	1.3764588e+11	1.3708458e+11	1.3272431e+11	1.2757774e+11
1.7645838e+11	2.7583067e+11	3.0357556e+11	2.3844913e+11	1.5996088e+11	1.1387431e+11	7.6589597e+10	6.8529529e+10	5.6151335e+10	4.8646263e+10	4.7081558e+10	4.4780646e+10	4.8971256e+10	4.5961421e+10	3.9559524e+10	4.1771852e+10	5.2868174e+10	3.3970881e+10	3.8056407e+10	2.5205412e+10	2.4925606e+10	3.0569710e+10	3.2280506e+10	4.1449259e+10	4.2557813e+10	8.2528969e+10	1.3255835e+11	1.7182958e+11	1.9813466e+11	2.6406833e+11	2.8550545e+11	2.7341406e+11	1.8483700e+11	1.4121055e+11	2.2976971e+11	2.4521394e+11
2.0972788e+11	2.3600287e+11	3.5101078e+11	4.0429463e+11	2.2977534e+11	1.4022677e+11	1.0768861e+11	9.0091733e+10	7.4820870e+10	6.5436275e+10	6.2609502e+10	5.6966328e+10	5.1716215e+10	6.5501843e+10	5.5947452e+10	4.6684185e+10	6.4117133e+10	7.2097284e+10	6.3046038e+10	4.8522596e+10	4.9924735e+10	4.7541080e+10	5.1456401e+10	6.0193071e+10	5.7579983e+10	1.0972911e+11	2.6269431e+11	3.8792728e+11	4.6460948e+11	3.9997315e+11	5.0325360e+11	4.4665720e+11	2.9466830e+11	2.8110435e+11	2.7720886e+11	1.2075033e+11
6.6961067e+11	6.1483562e+11	7.6551324e+11	6.1360361e+11	2.8171256e+11	1.7889085e+11	1.3580318e+11	1.0557486e+11	9.0711179e+10	7.8037524e+10	7.3365127e+10	6.6264269e+10	4.8914883e+10	5.6230580e+10	6.9452866e+10	9.6826589e+10	1.4027006e+11	1.1342954e+11	1.1128547e+11	7.2331395e+10	6.3515759e+10	6.0127355e+10	5.8814038e+10	7.3020441e+10	6.3880323e+10	1.6750649e+11	5.0638350e+11	7.4495309e+11	6.5975996e+11	4.9776158e+11	8.4556186e+11	1.0990687e+12	5.6454729e+11	4.6971191e+11	5.6143223e+11	6.3568806e+11
1.5133872e+12	1.2126933e+12	1.1573177e+12	6.5929976e+11	3.1970699e+11	2.0811370e+11	1.6145333e+11	1.0606360e+11	8.9327321e+10	7.6092383e+10	6.8850835e+10	5.9270148e+10	4.2969813e+10	5.2785820e+10	1.2352080e+11	1.5273910e+11	2.0646373e+11	1.5601825e+11	1.5080435e+11	9.1034460e+10	9.1769962e+10	7.3567691e+10	6.9306139e+10	9.1367719e+10	9.4459019e+10	4.0811135e+11	6.5869277e+11	1.0192433e+12	9.4384751e+11	9.5364802e+11	1.6056763e+12	1.2186756e+12	7.8201874e+11	5.7335552e+11	2.0239505e+12	1.0362379e+12
1.1842400e+12	1.3547709e+12	8.4745237e+11	5.2082737e+11	3.1909980e+11	2.0348151e+11	1.5480527e+11	9.9313811e+10	7.8074175e+10	6.6993365e+10	5.6872870e+10	4.8443412e+10	3.5305406e+10	3.9521071e+10	2.0107470e+11	2.3300029e+11	2.3145503e+11	1.4219973e+11	1.1901646e+11	1.1569619e+11	9.5809692e+10	8.2781880e+10	8.7912194e+10	1.1563458e+11	1.4182249e+11	6.8373191e+11	1.5547460e+12	1.8524003e+12	1.4266552e+12	9.2555058e+11	2.0849299e+12	1.6208592e+12	1.1192730e+12	4.8694257e+11	9.6653260e+11	7.4823526e+11
1.5101807e+12	1.2837062e+12	4.9091474e+11	3.3568201e+11	1.8967015e+11	1.4371368e+11	1.0701070e+11	7.2206598e+10	5.5551132e+10	5.3265146e+10	4.6893916e+10	3.7959885e+10	3.1723241e+10	3.2911260e+10	2.5411232e+11	2.9018679e+11	2.1991857e+11	1.5125884e+11	1.4230317e+11	1.2746286e+11	1.0465604e+11	1.0761709e+11	1.0133533e+11	1.3758764e+11	1.8548097e+11	1.8546683e+12	2.8085259e+12	3.6505927e+12	1.4708387e+12	1.0771591e+12	2.5506354e+12	1.5488962e+12	1.4297024e+12	1.3996505e+12	2.3977008e+11	3.2390696e+11
1.2544047e+12	9.1990419e+11	4.6031654e+11	1.7614052e+11	1.0719088e+11	7.7239050e+10	6.7573817e+10	5.0909078e+10	4.5096960e+10	4.1124258e+10	3.9471464e+10	3.4777858e+10	2.9097103e+10	3.5656954e+10	1.1233861e+11	1.2118350e+11	1.7390438e+11	1.1510270e+11	1.5550785e+11	1.7537822e+11	1.3871425e+11	1.5915534e+11	1.5260754e+11	1.7858291e+11	4.8528615e+11	1.7857999e+12	1.8528963e+12	1.6804733e+12	1.2770657e+12	9.3153670e+11	2.4445846e+12	1.8172664e+12	2.2786044e+12	1.3997716e+12	7.1651918e+11	5.7971802e+11
